"cp","minsplit","minbucket","maxdepth","accuracy","kappa","balanced_accuracy","precision_satisfied","recall_satisfied","f1_satisfied","specificity"
0.002,40,20,3,0.676911027568922,0.340856137213754,0.671630023056654,0.617035252708574,0.63786231884058,0.61857801335433,0.705397727272727
0.005,40,20,3,0.678696741854637,0.342906698618735,0.671827651515152,0.624035252708574,0.629166666666667,0.617512121881462,0.714488636363636
0.01,40,20,3,0.671616541353383,0.32432170507067,0.66208621541502,0.616880851554173,0.603623188405797,0.600276097036742,0.720549242424242
0.02,40,20,3,0.65905388471178,0.28963343891148,0.643187994071146,0.609273911273911,0.547644927536232,0.566411195174353,0.738731060606061
5e-04,60,20,3,0.659022556390977,0.300739079763832,0.651208415678524,0.596311369011229,0.603079710144928,0.589178255644846,0.699337121212121
0.001,60,20,3,0.659022556390977,0.300739079763832,0.651208415678524,0.596311369011229,0.603079710144928,0.589178255644846,0.699337121212121
0.002,60,20,3,0.659022556390977,0.300739079763832,0.651208415678524,0.596311369011229,0.603079710144928,0.589178255644846,0.699337121212121
0.005,60,20,3,0.664348370927318,0.304451050134064,0.6507555171278,0.622466526726489,0.568840579710145,0.578866144798067,0.732670454545455
0.01,60,20,3,0.664411027568922,0.300257481149802,0.648392210144928,0.623241758241758,0.551992753623188,0.569191592196686,0.744791666666667
0.02,60,20,3,0.662625313283208,0.294518685993168,0.644900774044796,0.616681318681319,0.538949275362319,0.566047558810717,0.750852272727273
5e-04,80,20,3,0.659022556390977,0.300739079763832,0.651208415678524,0.596311369011229,0.603079710144928,0.589178255644846,0.699337121212121
0.001,80,20,3,0.659022556390977,0.300739079763832,0.651208415678524,0.596311369011229,0.603079710144928,0.589178255644846,0.699337121212121
0.002,80,20,3,0.659022556390977,0.300739079763832,0.651208415678524,0.596311369011229,0.603079710144928,0.589178255644846,0.699337121212121
0.005,80,20,3,0.664348370927318,0.304451050134064,0.6507555171278,0.622466526726489,0.568840579710145,0.578866144798067,0.732670454545455
0.01,80,20,3,0.664411027568922,0.300257481149802,0.648392210144928,0.623241758241758,0.551992753623188,0.569191592196686,0.744791666666667
0.02,80,20,3,0.662625313283208,0.294518685993168,0.644900774044796,0.616681318681319,0.538949275362319,0.566047558810717,0.750852272727273
5e-04,60,30,3,0.657236842105263,0.29725614916443,0.649219779314888,0.595087388672159,0.598913043478261,0.588067798165052,0.699526515151515
0.001,60,30,3,0.657236842105263,0.29725614916443,0.649219779314888,0.595087388672159,0.598913043478261,0.588067798165052,0.699526515151515
0.002,60,30,3,0.657236842105263,0.29725614916443,0.649219779314888,0.595087388672159,0.598913043478261,0.588067798165052,0.699526515151515
0.005,60,30,3,0.662562656641604,0.301092296696771,0.648766880764163,0.619455106773892,0.564673913043478,0.578441537186723,0.732859848484849
0.01,60,30,3,0.662625313283208,0.29689872771251,0.646403573781291,0.620230338289162,0.547826086956522,0.568766984585341,0.744981060606061
0.02,60,30,3,0.666196741854637,0.304498937821503,0.650751399868248,0.616310948310948,0.556521739130435,0.57522852304688,0.744981060606061
5e-04,80,30,3,0.657236842105263,0.29725614916443,0.649219779314888,0.595087388672159,0.598913043478261,0.588067798165052,0.699526515151515
0.001,80,30,3,0.657236842105263,0.29725614916443,0.649219779314888,0.595087388672159,0.598913043478261,0.588067798165052,0.699526515151515
0.002,80,30,3,0.657236842105263,0.29725614916443,0.649219779314888,0.595087388672159,0.598913043478261,0.588067798165052,0.699526515151515
0.005,80,30,3,0.662562656641604,0.301092296696771,0.648766880764163,0.619455106773892,0.564673913043478,0.578441537186723,0.732859848484849
0.01,80,30,3,0.662625313283208,0.29689872771251,0.646403573781291,0.620230338289162,0.547826086956522,0.568766984585341,0.744981060606061
0.02,80,30,3,0.666196741854637,0.304498937821503,0.650751399868248,0.616310948310948,0.556521739130435,0.57522852304688,0.744981060606061
5e-04,80,40,3,0.657174185463659,0.300905738032235,0.652013339920949,0.589135007719778,0.619746376811594,0.59630955640681,0.684280303030303
0.001,80,40,3,0.657174185463659,0.300905738032235,0.652013339920949,0.589135007719778,0.619746376811594,0.59630955640681,0.684280303030303
0.002,80,40,3,0.657174185463659,0.300905738032235,0.652013339920949,0.589135007719778,0.619746376811594,0.59630955640681,0.684280303030303
0.005,80,40,3,0.6625,0.304741885564577,0.651560441370224,0.613502725821511,0.585507246376812,0.586683295428482,0.717613636363636
0.01,80,40,3,0.65905388471178,0.290797992002266,0.643799407114625,0.611644479703303,0.551992753623188,0.567731787897971,0.735606060606061
0.02,80,40,3,0.662625313283208,0.29839820211126,0.648147233201581,0.60772508972509,0.560688405797101,0.574193326359509,0.735606060606061
5e-04,30,10,4,0.698057644110276,0.380785108893957,0.69103878458498,0.638152342826256,0.646376811594203,0.639460458122474,0.735700757575758
0.001,30,10,4,0.698057644110276,0.380785108893957,0.69103878458498,0.638152342826256,0.646376811594203,0.639460458122474,0.735700757575758
